MovieName,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3,GrossCollection,Certification,votes
The One, Jet Li, Carla Gugino, Delroy Lindo, Jason Statham,Action, Sci-Fi, Thriller,43.91,PG-13 ,"94,158"
The Golden Child, Eddie Murphy, J.L. Reate, Charles Dance, Charlotte Lewis,Action, Adventure, Comedy,79.82,PG-13 ,"57,767"
Domino, Keira Knightley, Mickey Rourke, Edgar Ramírez, Rizz Abbasi,Action, Biography, Crime,10.17,R ,"68,432"
The Fan, Robert De Niro, Wesley Snipes, Ellen Barkin, John Leguizamo,Action, Drama, Sport,18.57,R ,"50,092"
The Legend of Zorro, Antonio Banderas, Catherine Zeta-Jones, Rufus Sewell, Alberto Reyes,Action, Adventure, Romance,46.46,PG ,"1,05,000"
Firefox, Clint Eastwood, Freddie Jones, David Huffman, Warren Clarke,Action, Adventure, Thriller,46.71,PG ,"28,432"
The Rookie, Clint Eastwood, Charlie Sheen, Raul Julia, Sonia Braga,Action, Crime, Drama,21.63,R ,"28,386"
Ride Along 2, Ice Cube, Kevin Hart, Tika Sumpter, Benjamin Bratt,Action, Comedy, Crime,91.22,PG-13 ,"61,114"
Gone, Amanda Seyfried, Jennifer Carpenter, Wes Bentley, Daniel Sunjata,Action, Adventure, Mystery,11.65,PG-13 ,"45,337"
Undercover Brother, Eddie Griffin, Denise Richards, Aunjanue Ellis-Taylor, Chris Kattan,Action, Comedy,Nan,38.23,PG-13 ,"35,676"
Passenger 57, Wesley Snipes, Bruce Payne, Tom Sizemore, Alex Datcher,Action, Crime, Thriller,44.07,R ,"49,498"
Red Tails, Cuba Gooding Jr., Gerald McRaney, David Oyelowo, Andre Royo,Action, Drama, History,49.88,PG-13 ,"36,403"
Fatman, Mel Gibson, Walton Goggins, Marianne Jean-Baptiste, Chance Hurstfield,Action, Adventure, Comedy,Nan,R ,"27,924"
Star Wars: The Clone Wars, Matt Lanter, Nika Futterman, Tom Kane, Ashley Eckstein,Animation, Action, Adventure,35.16,PG ,"69,478"
Kidnap, Halle Berry, Sage Correa, Chris McGinn, Lew Temple,Action, Crime, Thriller,30.72,R ,"38,204"
3000 Miles to Graceland, Kurt Russell, Kevin Costner, Courteney Cox, Christian Slater,Action, Comedy, Crime,15.74,R ,"47,844"
Hard Rain, Morgan Freeman, Christian Slater, Randy Quaid, Minnie Driver,Action, Crime, Drama,19.82,R ,"36,458"
Fortress, Christopher Lambert, Loryn Locklin, Kurtwood Smith, Clifton Collins Jr.,Action, Crime, Sci-Fi,6.74,R ,"29,692"
Men at Work, Charlie Sheen, Emilio Estevez, Leslie Hope, Keith David,Action, Comedy, Crime,16.25,PG-13 ,"25,714"
Another 48 Hrs, Eddie Murphy, Nick Nolte, Brion James, Kevin Tighe,Action, Comedy, Crime,80.82,R ,"43,210"
The Double, Richard Gere, Topher Grace, Martin Sheen, Tamer Hassan,Action, Crime, Drama,Nan,PG-13 ,"31,055"
Tiger Lives, Salman Khan, Katrina Kaif, Anupriya Goenka, Angad Bedi,Action, Adventure, Thriller,5.56,Not Rated ,"31,159"
Ghosted, Chris Evans, Ana de Armas, Adrien Brody, Mike Moh,Action, Adventure, Comedy,Nan,PG-13 ,"45,128"
End of Days, Arnold Schwarzenegger, Gabriel Byrne, Robin Tunney, Kevin Pollak,Action, Fantasy, Horror,66.89,R ,"1,14,139"
Army of the Dead, Dave Bautista, Ella Purnell, Ana de la Reguera, Omari Hardwick,Action, Crime, Drama,1,R ,"1,79,119"
Teenage Mutant Ninja Turtles, Megan Fox, Will Arnett, William Fichtner, Noel Fisher,Action, Adventure, Comedy,191.2,PG-13 ,"2,15,020"
Mulan, Liu Yifei, Donnie Yen, Gong Li, Jet Li,Action, Adventure, Drama,Nan,PG-13 ,"1,53,448"
2012, John Cusack, Thandiwe Newton, Chiwetel Ejiofor, Amanda Peet,Action, Adventure, Sci-Fi,166.11,PG-13 ,"3,87,073"
The League of Extraordinary Gentlemen, Sean Connery, Stuart Townsend, Peta Wilson, Jason Flemyng,Action, Adventure, Fantasy,66.47,PG-13 ,"1,80,112"
The Man from Toronto, Kevin Hart, Woody Harrelson, Jasmine Mathews, Kaley Cuoco,Action, Adventure, Comedy,Nan,PG-13 ,"54,489"
Species, Natasha Henstridge, Michael Madsen, Ben Kingsley, Alfred Molina,Action, Horror, Sci-Fi,60.07,R ,"82,601"
Clash of the Titans, Sam Worthington, Liam Neeson, Ralph Fiennes, Jason Flemyng,Action, Adventure, Fantasy,163.21,PG-13 ,"2,87,575"
Battleship, Alexander Skarsgård, Brooklyn Decker, Liam Neeson, Rihanna,Action, Adventure, Sci-Fi,65.42,PG-13 ,"2,52,753"
Mortal Kombat, Christopher Lambert, Robin Shou, Linden Ashby, Cary-Hiroyuki Tagawa,Action, Adventure, Fantasy,70.45,PG-13 ,"1,21,407"
Oldboy, Josh Brolin, Elizabeth Olsen, Samuel L. Jackson, Sharlto Copley,Action, Drama, Mystery,2.19,R ,"78,524"
Over the Top, Sylvester Stallone, Robert Loggia, Susan Blakely, Rick Zumwalt,Action, Drama, Sport,16.06,PG ,"57,060"
xXx, Vin Diesel, Asia Argento, Marton Csokas, Samuel L. Jackson,Action, Adventure, Thriller,142.11,PG-13 ,"1,83,325"
Cobra, Sylvester Stallone, Brigitte Nielsen, Reni Santoni, Andrew Robinson,Action, Crime, Thriller,49.04,R ,"76,800"
Hollow Man, Kevin Bacon, Elisabeth Shue, Josh Brolin, Kim Dickens,Action, Horror, Sci-Fi,73.21,R ,"1,34,726"
Noah, Russell Crowe, Jennifer Connelly, Anthony Hopkins, Emma Watson,Action, Adventure, Drama,101.2,PG-13 ,"2,61,112"
RoboCop 2, Peter Weller, Nancy Allen, Belinda Bauer, Dan O'Herlihy,Action, Crime, Sci-Fi,45.68,R ,"89,401"
Pride and Prejudice and Zombies, Lily James, Sam Riley, Jack Huston, Bella Heathcote,Action, Comedy, Fantasy,10.91,PG-13 ,"58,545"
Lake Placid, Bridget Fonda, Bill Pullman, Oliver Platt, Brendan Gleeson,Action, Comedy, Horror,31.77,R ,"63,514"
Without Remorse, Michael B. Jordan, Jodie Turner-Smith, Jamie Bell, Guy Pearce,Action, Thriller, War,Nan,R ,"61,388"
The Mortal Instruments: City of Bones, Lily Collins, Jamie Campbell Bower, Robert Sheehan, Jemima West,Action, Adventure, Fantasy,31.17,PG-13 ,"1,36,538"
Extinction, Michael Peña, Lizzy Caplan, Amelia Crouch, Erica Tremblay,Action, Drama, Sci-Fi,Nan,TV-MA ,"55,292"
Blade: Trinity, Wesley Snipes, Kris Kristofferson, Parker Posey, Ryan Reynolds,Action, Horror, Sci-Fi,52.41,R ,"1,83,034"
The Host, Saoirse Ronan, Max Irons, Jake Abel, Diane Kruger,Action, Adventure, Drama,26.63,PG-13 ,"1,16,946"
Rambo III, Sylvester Stallone, Richard Crenna, Marc de Jonge, Kurtwood Smith,Action, Adventure, Thriller,53.72,R ,"1,35,833"
Troll, Ine Marie Wilmann, Kim Falck, Mads Sjøgård Pettersen, Gard B. Eidsvold,Action, Adventure, Drama,Nan,TV-14 ,"45,042"
Journey to the Center of the Earth, Brendan Fraser, Josh Hutcherson, Aníta Briem, Seth Meyers,Action, Adventure, Family,101.7,PG ,"1,27,288"
1941, John Belushi, Dan Aykroyd, Treat Williams, Nancy Allen,Action, Comedy, War,31.76,PG ,"35,152"
Skyscraper, Dwayne Johnson, Neve Campbell, Chin Han, Roland Møller,Action, Adventure, Thriller,68.42,PG-13 ,"1,27,160"
Wild Hogs, Tim Allen, Martin Lawrence, John Travolta, William H. Macy,Action, Adventure, Comedy,168.27,PG-13 ,"1,21,077"
Haywire, Gina Carano, Ewan McGregor, Michael Fassbender, Michael Angarano,Action, Drama, Thriller,18.94,R ,"88,547"
Around the World in 80 Days, Jackie Chan, Steve Coogan, Jim Broadbent, Kathy Bates,Action, Adventure, Comedy,24.01,PG ,"92,449"
Morgan, Kate Mara, Anya Taylor-Joy, Rose Leslie, Michael Yare,Action, Horror, Sci-Fi,3.91,R ,"44,953"
Resident Evil: Afterlife, Milla Jovovich, Ali Larter, Wentworth Miller, Kim Coates,Action, Horror, Sci-Fi,60.13,R ,"1,75,490"
Into the Storm, Richard Armitage, Sarah Wayne Callies, Matt Walsh, Max Deacon,Action, Adventure, Drama,47.6,PG-13 ,"70,187"
Straw Dogs, James Marsden, Kate Bosworth, Alexander Skarsgård, James Woods,Action, Drama, Thriller,10.32,R ,"35,210"
Hard to Kill, Steven Seagal, Kelly LeBrock, William Sadler, Frederick Coffin,Action, Crime, Drama,47.41,R ,"31,359"
The Green Hornet, Seth Rogen, Jay Chou, Christoph Waltz, Cameron Diaz,Action, Comedy, Crime,98.78,PG-13 ,"1,62,712"
Reindeer Games, Ben Affleck, Gary Sinise, Charlize Theron, James Frain,Action, Crime, Thriller,23.36,R ,"41,291"
Striking Distance, Bruce Willis, Sarah Jessica Parker, Dennis Farina, Tom Sizemore,Action, Crime, Mystery,23.8,R ,"44,368"
Air America, Mel Gibson, Robert Downey Jr., Nancy Travis, Ken Jenkins,Action, Comedy, War,31.05,R ,"29,681"
Cirque du Freak: The Vampire's Assistant, Chris Massoglia, John C. Reilly, Salma Hayek, Josh Hutcherson,Action, Adventure, Fantasy,14.05,PG-13 ,"47,315"
The Gunman, Sean Penn, Idris Elba, Jasmine Trinca, Javier Bardem,Action, Adventure, Crime,10.64,R ,"42,407"
Sudden Death, Jean-Claude Van Damme, Powers Boothe, Raymond J. Barry, Whittni Wright,Action, Crime, Thriller,20.35,R ,"35,930"
Firewall, Harrison Ford, Virginia Madsen, Paul Bettany, Carly Schroeder,Action, Crime, Thriller,48.75,PG-13 ,"58,782"
Bulletproof, Damon Wayans, Adam Sandler, James Caan, Jeep Swenson,Action, Comedy, Crime,21.16,R ,"39,317"
Cradle 2 the Grave, Jet Li, DMX, Mark Dacascos, Anthony Anderson,Action, Crime, Drama,34.71,R ,"45,863"
Taxi 3, Samy Naceri, Frédéric Diefenthal, Bernard Farcy, Bai Ling,Action, Comedy, Crime,0.5,Not Rated ,"44,334"
Samrat Prithviraj, Akshay Kumar, Sanjay Dutt, Sonu Sood, Sakshi Tanwar,Action, Drama, History,Nan,UA ,"53,191"
Murder Mystery 2, Adam Sandler, Jennifer Aniston, Mark Strong, Mélanie Laurent,Action, Comedy, Crime,Nan,PG-13 ,"55,364"
The Matrix Resurrections, Keanu Reeves, Carrie-Anne Moss, Yahya Abdul-Mateen II, Jonathan Groff,Action, Sci-Fi,Nan,Nan,R ,"2,62,505"
Strange World, Jake Gyllenhaal, Jaboukie Young-White, Gabrielle Union, Dennis Quaid,Animation, Action, Adventure,Nan,PG ,"40,947"
G, Dennis Quaid, Channing Tatum, Marlon Wayans, Adewale Akinnuoye-Agbaje,Action, Adventure, Sci-Fi,152.27,PG-13 ,"2,12,224"
G, Dwayne Johnson, Channing Tatum, Adrianne Palicki, Lee Byung-hun,Action, Adventure, Sci-Fi,122.52,PG-13 ,"1,84,733"
Mechanic: Resurrection, Jason Statham, Jessica Alba, Tommy Lee Jones, Michelle Yeoh,Action, Adventure, Crime,21.22,R ,"88,916"
X-Men: Dark Phoenix, James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult,Action, Adventure, Sci-Fi,65.85,PG-13 ,"1,95,406"
Planet of the Apes, Mark Wahlberg, Helena Bonham Carter, Tim Roth, Michael Clarke Duncan,Action, Adventure, Sci-Fi,180.01,PG-13 ,"2,23,955"
Memory, Liam Neeson, Guy Pearce, Taj Atwal, Harold Torres,Action, Crime, Thriller,Nan,R ,"30,766"
Escape Room: Tournament of Champions, Taylor Russell, Logan Miller, Deborah Ann Woll, Thomas Cocquerel,Action, Adventure, Horror,25.19,PG-13 ,"52,696"
Gemini Man, Will Smith, Mary Elizabeth Winstead, Clive Owen, Benedict Wong,Action, Sci-Fi, Thriller,48.55,PG-13 ,"1,17,051"
Fantastic Four, Ioan Gruffudd, Michael Chiklis, Chris Evans, Jessica Alba,Action, Adventure, Fantasy,154.7,PG-13 ,"3,36,676"
Buffy the Vampire Slayer, Kristy Swanson, Donald Sutherland, Paul Reubens, Rutger Hauer,Action, Comedy, Fantasy,16.62,PG-13 ,"47,120"
Battle Los Angeles, Aaron Eckhart, Michelle Rodriguez, Bridget Moynahan, Ramón Rodríguez,Action, Adventure, Sci-Fi,83.55,PG-13 ,"1,82,785"
Samaritan, Sylvester Stallone, Javon 'Wanna' Walton, Pilou Asbæk, Dascha Polanco,Action, Drama, Fantasy,Nan,PG-13 ,"50,760"
The Three Musketeers, Logan Lerman, Matthew Macfadyen, Ray Stevenson, Milla Jovovich,Action, Adventure, Fantasy,20.38,PG-13 ,"1,10,036"
Chaos Walking, Tom Holland, Daisy Ridley, Demián Bichir, David Oyelowo,Action, Adventure, Fantasy,13.29,PG-13 ,"53,024"
Bloodshot, Vin Diesel, Eiza González, Sam Heughan, Toby Kebbell,Action, Adventure, Sci-Fi,12.56,PG-13 ,"81,516"
Wrath of the Titans, Sam Worthington, Liam Neeson, Rosamund Pike, Ralph Fiennes,Action, Adventure, Fantasy,83.67,PG-13 ,"1,92,466"
Lara Croft: Tomb Raider, Angelina Jolie, Jon Voight, Iain Glen, Noah Taylor,Action, Adventure, Fantasy,131.14,PG-13 ,"2,14,155"
Poseidon, Richard Dreyfuss, Kurt Russell, Emmy Rossum, Josh Lucas,Action, Adventure, Thriller,60.67,PG-13 ,"1,07,568"
Freddy vs, Robert Englund, Ken Kirzinger, Kelly Rowland, Monica Keena,Action, Horror,Nan,82.62,R ,"1,23,121"
Pan, Levi Miller, Hugh Jackman, Garrett Hedlund, Rooney Mara,Action, Adventure, Comedy,35.09,PG ,"65,998"
Journey 2: The Mysterious Island, Josh Hutcherson, Dwayne Johnson, Michael Caine, Luis Guzmán,Action, Adventure, Comedy,103.86,PG ,"1,08,240"
Only God Forgives, Ryan Gosling, Kristin Scott Thomas, Vithaya Pansringarm, Gordon Brown,Action, Crime, Drama,0.78,R ,"1,15,296"
Fool's Gold, Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena,Action, Adventure, Comedy,70.23,PG-13 ,"82,242"
Underworld: Blood Wars, Kate Beckinsale, Theo James, Tobias Menzies, Lara Pulver,Action, Adventure, Fantasy,30.35,R ,"78,595"
Priest, Paul Bettany, Cam Gigandet, Maggie Q, Karl Urban,Action, Fantasy, Horror,29.14,PG-13 ,"1,22,031"
Allegiant, Shailene Woodley, Theo James, Jeff Daniels, Naomi Watts,Action, Adventure, Mystery,66.18,PG-13 ,"1,27,977"
Race to Witch Mountain, Dwayne Johnson, Carla Gugino, AnnaSophia Robb, Alexander Ludwig,Action, Adventure, Family,67.17,PG ,"61,511"
Cooties, Elijah Wood, Rainn Wilson, Alison Pill, Jack McBrayer,Action, Comedy, Horror,0.06,R ,"27,346"
Hitman: Agent 47, Rupert Friend, Hannah Ware, Zachary Quinto, Ciarán Hinds,Action, Crime, Thriller,22.47,R ,"93,495"
Gamer, Gerard Butler, Michael C. Hall, Ludacris, Amber Valletta,Action, Sci-Fi, Thriller,20.49,R ,"1,37,542"
Escape from L, Kurt Russell, Steve Buscemi, Stacy Keach, A.J. Langer,Action, Adventure, Sci-Fi,25.48,R ,"77,798"
The Do-Over, Adam Sandler, David Spade, Paula Patton, Kathryn Hahn,Action, Adventure, Comedy,Nan,TV-MA ,"49,096"
Cutthroat Island, Geena Davis, Matthew Modine, Frank Langella, Maury Chaykin,Action, Adventure, Comedy,10.02,PG-13 ,"29,425"
Crocodile Dundee II, Paul Hogan, Linda Kozlowski, John Meillon, Ernie Dingo,Action, Adventure, Comedy,109.31,PG ,"59,262"
The Darkest Minds, Amandla Stenberg, Mandy Moore, Bradley Whitford, Harris Dickinson,Action, Adventure, Drama,12.7,PG-13 ,"34,113"
Ben-Hur, Jack Huston, Toby Kebbell, Rodrigo Santoro, Nazanin Boniadi,Action, Drama, Romance,26.41,PG-13 ,"45,467"
Bullet to the Head, Sylvester Stallone, Jason Momoa, Christian Slater, Sung Kang,Action, Crime, Thriller,9.48,R ,"51,230"
The Marksman, Katheryn Winnick, Liam Neeson, Teresa Ruiz, Juan Pablo Raba,Action, Drama, Thriller,Nan,PG-13 ,"40,340"
Sabotage, Arnold Schwarzenegger, Sam Worthington, Terrence Howard, Olivia Williams,Action, Crime, Drama,10.51,R ,"64,986"
Hudson Hawk, Bruce Willis, Danny Aiello, Andie MacDowell, James Coburn,Action, Adventure, Comedy,17.22,R ,"58,299"
Beckett, John David Washington, Boyd Holbrook, Vicky Krieps, Alicia Vikander,Action, Crime, Drama,Nan,TV-MA ,"27,357"
Drillbit Taylor, Owen Wilson, Josh Peck, Alex Frost, Nate Hartley,Action, Comedy, Crime,32.85,PG-13 ,"61,526"
Red Planet, Val Kilmer, Carrie-Anne Moss, Tom Sizemore, Benjamin Bratt,Action, Sci-Fi, Thriller,18,PG-13 ,"59,130"
Mighty Joe Young, Bill Paxton, Charlize Theron, Rade Serbedzija, Peter Firth,Action, Adventure, Family,50.63,PG ,"30,034"
Bandidas, Penélope Cruz, Salma Hayek, Steve Zahn, Dwight Yoakam,Action, Comedy, Crime,Nan,PG-13 ,"36,435"
Close, Noomi Rapace, Olivia Jewson, Abdellatif Chaouqi, Sophie Nélisse,Action, Drama, Thriller,Nan,TV-MA ,"26,010"
Nowhere to Run, Jean-Claude Van Damme, Rosanna Arquette, Kieran Culkin, Ted Levine,Action, Drama, Romance,22.19,R ,"25,327"
Money Train, Wesley Snipes, Woody Harrelson, Jennifer Lopez, Robert Blake,Action, Comedy, Crime,35.32,R ,"42,184"
Armored, Columbus Short, Matt Dillon, Laurence Fishburne, Jean Reno,Action, Crime, Thriller,15.99,PG-13 ,"31,373"
The Art of War, Wesley Snipes, Donald Sutherland, Maury Chaykin, Anne Archer,Action, Adventure, Crime,30.21,R ,"30,444"
The Mother, Jennifer Lopez, Lucy Paez, Omari Hardwick, Joseph Fiennes,Action, Thriller,Nan,Nan,R ,"36,894"
The Meg, Jason Statham, Bingbing Li, Rainn Wilson, Cliff Curtis,Action, Horror, Sci-Fi,143.01,PG-13 ,"1,81,828"
Jurassic World Dominion, Chris Pratt, Bryce Dallas Howard, Laura Dern, Sam Neill,Action, Adventure, Sci-Fi,376.85,PG-13 ,"1,85,922"
Transformers: Age of Extinction, Mark Wahlberg, Nicola Peltz Beckham, Jack Reynor, Stanley Tucci,Action, Adventure, Sci-Fi,245.44,PG-13 ,"3,22,965"
Hulk, Eric Bana, Jennifer Connelly, Sam Elliott, Josh Lucas,Action, Sci-Fi,Nan,132.18,PG-13 ,"2,73,235"
Assassin's Creed, Michael Fassbender, Marion Cotillard, Jeremy Irons, Brendan Gleeson,Action, Adventure, Sci-Fi,54.65,PG-13 ,"2,03,795"
Men in Black: International, Chris Hemsworth, Tessa Thompson, Kumail Nanjiani, Rebecca Ferguson,Action, Adventure, Comedy,80,PG-13 ,"1,40,113"
Pixels, Adam Sandler, Kevin James, Michelle Monaghan, Peter Dinklage,Action, Comedy, Fantasy,78.75,PG-13 ,"1,51,349"
The Dark Tower, Idris Elba, Matthew McConaughey, Tom Taylor, Dennis Haysbert,Action, Adventure, Fantasy,50.7,PG-13 ,"1,42,311"
Beast, Liyabuya Gongo, Martin Munro, Daniel Hadebe, Thapelo Sebogodi,Action, Adventure, Drama,31.85,R ,"34,946"
Charlie's Angels, Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray,Action, Adventure, Comedy,125.31,PG-13 ,"1,91,701"
The Pacifier, Vin Diesel, Brittany Snow, Max Thieriot, Brad Garrett,Action, Comedy, Drama,113.09,PG ,"97,910"
Spy Kids, Alexa PenaVega, Daryl Sabara, Antonio Banderas, Carla Gugino,Action, Adventure, Comedy,112.72,PG ,"1,22,177"
Alexander, Colin Farrell, Anthony Hopkins, Rosario Dawson, Angelina Jolie,Action, Biography, Drama,34.3,R ,"1,73,166"
Last Seen Alive, Gerard Butler, Jaimie Alexander, Russell Hornsby, Ethan Embry,Action, Mystery, Thriller,Nan,R ,"25,894"
Judge Dredd, Sylvester Stallone, Armand Assante, Rob Schneider, Jürgen Prochnow,Action, Crime, Sci-Fi,34.69,R ,"1,21,595"
You Don't Mess with the Zohan, Adam Sandler, John Turturro, Emmanuelle Chriqui, Nick Swardson,Action, Comedy,Nan,100.02,PG-13 ,"2,08,135"
Fantastic Four: Rise of the Silver Surfer, Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis,Action, Adventure, Fantasy,131.92,PG ,"2,71,701"
Pacific Rim: Uprising, John Boyega, Scott Eastwood, Cailee Spaeny, Burn Gorman,Action, Adventure, Fantasy,59.87,PG-13 ,"1,21,740"
Alien vs, Sanaa Lathan, Lance Henriksen, Raoul Bova, Ewen Bremner,Action, Adventure, Horror,80.28,PG-13 ,"2,06,156"
The Ice Road, Liam Neeson, Marcus Thomas, Laurence Fishburne, Amber Midthunder,Action, Adventure, Thriller,Nan,PG-13 ,"44,173"
Raw Deal, Arnold Schwarzenegger, Kathryn Harrold, Sam Wanamaker, Paul Shenar,Action, Crime, Thriller,16.21,R ,"36,107"
The 355, Jessica Chastain, Penélope Cruz, Bingbing Fan, Diane Kruger,Action, Thriller,Nan,Nan,PG-13 ,"33,331"
Hold the Dark, Jeffrey Wright, Alexander Skarsgård, James Badge Dale, Riley Keough,Action, Crime, Drama,Nan,TV-MA ,"39,030"
Wild Card, Jason Statham, Michael Angarano, Dominik Garcia, Milo Ventimiglia,Action, Crime, Drama,0,R ,"57,983"
The Specialist, Sylvester Stallone, Sharon Stone, James Woods, Rod Steiger,Action, Drama, Thriller,57.36,R ,"68,053"
Jay and Silent Bob Reboot, Joey Lauren Adams, Ben Affleck, Fred Armisen, Diedrich Bader,Action, Adventure, Comedy,Nan,R ,"27,266"
R, Ryan Reynolds, Jeff Bridges, Mary-Louise Parker, Kevin Bacon,Action, Adventure, Comedy,33.62,PG-13 ,"1,40,000"
Chain Reaction, Keanu Reeves, Morgan Freeman, Rachel Weisz, Fred Ward,Action, Drama, Sci-Fi,21.23,PG-13 ,"54,212"
Brahmastra Part One: Shiva, Amitabh Bachchan, Ranbir Kapoor, Alia Bhatt, Nagarjuna Akkineni,Action, Adventure, Fantasy,Nan,M ,"1,08,903"
Machete Kills, Danny Trejo, Alexa PenaVega, Mel Gibson, Jessica Alba,Action, Crime, Thriller,8.01,R ,"80,803"
Timeline, Paul Walker, Gerard Butler, Billy Connolly, Frances O'Connor,Action, Adventure, Sci-Fi,19.48,PG-13 ,"64,621"
Jolt, Kate Beckinsale, Jai Courtney, Stanley Tucci, Bobby Cannavale,Action, Comedy, Crime,Nan,R ,"33,350"
National Security, Martin Lawrence, Steve Zahn, Colm Feore, Bill Duke,Action, Comedy, Crime,36.38,PG-13 ,"52,621"
Johnny Mnemonic, Keanu Reeves, Dolph Lundgren, Dina Meyer, Ice-T,Action, Drama, Sci-Fi,19.08,R ,"74,131"
MacGruber, Will Forte, Kristen Wiig, Val Kilmer, Ryan Phillippe,Action, Comedy,Nan,8.46,R ,"46,464"
Double Impact, Jean-Claude Van Damme, Geoffrey Lewis, Alonna Shaw, Corinna Everson,Action, Crime,Nan,30.1,R ,"42,415"
Fire with Fire, Josh Duhamel, Bruce Willis, Rosario Dawson, Vincent D'Onofrio,Action, Thriller,Nan,Nan,R ,"27,135"
Survivor, Milla Jovovich, Pierce Brosnan, Dylan McDermott, Paddy Wallace,Action, Crime, Thriller,Nan,PG-13 ,"34,805"
The Contract, John Cusack, Morgan Freeman, Jamie Anderson, Alice Krige,Action, Crime, Drama,Nan,R ,"25,602"
Brick Mansions, Paul Walker, David Belle, RZA, Goûchy Boy,Action, Crime, Thriller,20.4,PG-13 ,"43,346"
The Skulls, Joshua Jackson, Paul Walker, Hill Harper, Leslie Bibb,Action, Crime, Drama,35.05,PG-13 ,"33,062"
Sleepless, Jamie Foxx, Michelle Monaghan, Dermot Mulroney, Gabrielle Union,Action, Thriller,Nan,20.78,R ,"33,467"
The Pink Panther 2, Steve Martin, Jean Reno, Emily Mortimer, Andy Garcia,Action, Adventure, Comedy,35.92,PG ,"46,801"
The Quest, Jean-Claude Van Damme, Roger Moore, James Remar, Janet Gunn,Action, Adventure, Drama,21.6,PG-13 ,"27,119"
Exit Wounds, Steven Seagal, DMX, Isaiah Washington, Anthony Anderson,Action, Crime, Thriller,51.76,R ,"36,258"
Bad Company, Anthony Hopkins, Chris Rock, Matthew Marsh, Gabriel Macht,Action, Comedy, Thriller,30.16,PG-13 ,"49,080"
12 Rounds, John Cena, Ashley Scott, Aidan Gillen, Steve Harris,Action, Crime, Thriller,12.23,PG-13 ,"29,775"
Metro, Eddie Murphy, Michael Rapaport, Kim Miyori, Art Evans,Action, Comedy, Crime,31.99,R ,"28,379"
Fighting, Channing Tatum, Terrence Howard, Luis Guzmán, Zulay Henao,Action, Crime, Drama,23.04,PG-13 ,"33,781"
Once There Was a Tiger, Salman Khan, Katrina Kaif, Girish Karnad, Roshan Seth,Action, Adventure, Romance,2.35,Not Rated ,"36,339"
Bang Bang, Hrithik Roshan, Katrina Kaif, Pawan Malhotra, Danny Denzongpa,Action, Adventure, Comedy,2.55,Not Rated ,"25,129"
Baywatch, Dwayne Johnson, Zac Efron, Alexandra Daddario, Priyanka Chopra Jonas,Action, Comedy, Crime,58.06,R ,"1,94,275"
Spiderhead, Chris Hemsworth, Miles Teller, Jurnee Smollett, Mark Paguio,Action, Crime, Drama,Nan,R ,"62,343"
Shotgun Wedding, Jennifer Lopez, Josh Duhamel, Lenny Kravitz, Jennifer Coolidge,Action, Comedy, Romance,Nan,R ,"32,141"
Infinite, Mark Wahlberg, Chiwetel Ejiofor, Sophie Cookson, Dylan O'Brien,Action, Sci-Fi, Thriller,Nan,PG-13 ,"55,779"
Willy's Wonderland, Nicolas Cage, Emily Tosta, Beth Grant, Ric Reitz,Action, Comedy, Horror,Nan,16+ ,"33,432"
Green Lantern, Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong,Action, Adventure, Sci-Fi,116.6,PG-13 ,"2,90,366"
The Core, Aaron Eckhart, Hilary Swank, Delroy Lindo, Bruce Greenwood,Action, Adventure, Sci-Fi,31.19,PG-13 ,"1,04,554"
Sweet Girl, Jason Momoa, Isabela Merced, Manuel Garcia-Rulfo, Adria Arjona,Action, Drama, Thriller,Nan,R ,"33,723"
George of the Jungle, Brendan Fraser, Leslie Mann, Thomas Haden Church, Richard Roundtree,Action, Adventure, Comedy,105.26,PG ,"81,870"
The Scorpion King, Dwayne Johnson, Steven Brand, Michael Clarke Duncan, Kelly Hu,Action, Adventure, Fantasy,91.05,PG-13 ,"1,42,206"
Snakes on a Plane, Samuel L. Jackson, Julianna Margulies, Nathan Phillips, Rachel Blanchard,Action, Adventure, Crime,34.02,R ,"1,42,207"
Pompeii, Kit Harington, Emily Browning, Kiefer Sutherland, Adewale Akinnuoye-Agbaje,Action, Adventure, Drama,23.22,PG-13 ,"1,13,831"
The Cloverfield Paradox, Gugu Mbatha-Raw, David Oyelowo, Daniel Brühl, John Ortiz,Action, Adventure, Horror,Nan,PG-13 ,"1,09,256"
Under Siege 2: Dark Territory, Steven Seagal, Eric Bogosian, Everett McGill, Katherine Heigl,Action, Adventure, Thriller,50.02,R ,"48,602"
Resident Evil: The Final Chapter, Milla Jovovich, Iain Glen, Ali Larter, Shawn Roberts,Action, Horror, Sci-Fi,26.83,R ,"97,687"
Virtuosity, Denzel Washington, Russell Crowe, Kelly Lynch, Stephen Spinella,Action, Crime, Sci-Fi,24.05,R ,"31,311"
Your Highness, Danny McBride, Natalie Portman, James Franco, Rasmus Hardiker,Action, Adventure, Comedy,21.6,R ,"1,03,042"
