MovieName,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3,GrossCollection,Certification,votes
Inferno, Tom Hanks, Felicity Jones, Irrfan Khan, Ben Foster,Action, Adventure, Crime,34.34,PG-13 ,"1,82,829"
Total Recall, Colin Farrell, Bokeem Woodbine, Bryan Cranston, Kate Beckinsale,Action, Adventure, Sci-Fi,58.88,PG-13 ,"2,60,313"
In the Shadow of the Moon, Boyd Holbrook, Cleopatra Coleman, Bokeem Woodbine, Michael C. Hall,Action, Crime, Mystery,Nan,TV-MA ,"56,756"
Time Trap, Reiley McClendon, Cassidy Gifford, Brianne Howey, Olivia Draguicevich,Action, Adventure, Mystery,Nan,Not Rated ,"40,195"
The Devil's Own, Harrison Ford, Brad Pitt, Margaret Colin, Rubén Blades,Action, Crime, Drama,42.87,R ,"68,641"
Small Soldiers, Kirsten Dunst, Gregory Smith, David Cross, Jay Mohr,Action, Adventure, Comedy,54.68,PG-13 ,"1,02,627"
The Divergent Series: Insurgent, Shailene Woodley, Ansel Elgort, Theo James, Kate Winslet,Action, Adventure, Sci-Fi,130.18,PG-13 ,"2,45,998"
Dracula Untold, Luke Evans, Dominic Cooper, Sarah Gadon, Art Parkinson,Action, Drama, Fantasy,56.28,PG-13 ,"2,01,723"
Parker, Jason Statham, Jennifer Lopez, Michael Chiklis, Nick Nolte,Action, Crime, Thriller,17.62,R ,"1,26,164"
The Brothers Grimsby, Sacha Baron Cohen, Mark Strong, Rebel Wilson, Freddie Crowder,Action, Adventure, Comedy,6.86,R ,"1,06,988"
The Losers, Idris Elba, Zoe Saldana, Jeffrey Dean Morgan, Chris Evans,Action, Adventure, Comedy,23.58,PG-13 ,"1,04,811"
Walking Tall, Dwayne Johnson, Ashley Scott, Johnny Knoxville, Michael Bowen,Action, Crime,Nan,46.44,PG-13 ,"85,708"
Jack Ryan: Shadow Recruit, Chris Pine, Kevin Costner, Keira Knightley, Kenneth Branagh,Action, Drama, Thriller,50.58,PG-13 ,"1,35,288"
Deliver Us from Evil, Eric Bana, Edgar Ramírez, Olivia Munn, Chris Coy,Action, Adventure, Crime,30.58,R ,"81,139"
Rush Hour 3, Jackie Chan, Chris Tucker, Max von Sydow, Hiroyuki Sanada,Action, Comedy, Crime,140.13,PG-13 ,"1,75,821"
Moonraker, Roger Moore, Lois Chiles, Michael Lonsdale, Richard Kiel,Action, Adventure, Sci-Fi,70.31,PG ,"1,04,972"
Copshop, Gerard Butler, Frank Grillo, Alexis Louder, Toby Huss,Action, Thriller,Nan,Nan,R ,"34,891"
Zathura: A Space Adventure, Josh Hutcherson, Jonah Bobo, Dax Shepard, Tim Robbins,Action, Adventure, Comedy,29.26,PG ,"1,10,054"
Resident Evil: Extinction, Milla Jovovich, Ali Larter, Oded Fehr, Iain Glen,Action, Horror, Sci-Fi,50.65,R ,"2,00,696"
Outlander, Jim Caviezel, Sophia Myles, Ron Perlman, Jack Huston,Action, Adventure, Sci-Fi,0.16,R ,"77,107"
Rogue, Michael Vartan, Radha Mitchell, Sam Worthington, Caroline Brazier,Action, Drama, Horror,0.01,R ,"32,203"
Death Race 2000, David Carradine, Sylvester Stallone, Simone Griffeth, Mary Woronov,Action, Comedy, Sci-Fi,8,R ,"29,347"
3 Days to Kill, Kevin Costner, Hailee Steinfeld, Connie Nielsen, Amber Heard,Action, Drama, Thriller,30.7,PG-13 ,"95,713"
Keanu, Keegan-Michael Key, Jordan Peele, Tiffany Haddish, Method Man,Action, Comedy, Crime,20.57,R ,"50,643"
Cold Pursuit, Liam Neeson, Laura Dern, Micheál Neeson, Michael Eklund,Action, Comedy, Crime,32.14,R ,"72,777"
Taken 2, Liam Neeson, Famke Janssen, Maggie Grace, Leland Orser,Action, Crime, Thriller,139.85,PG-13 ,"3,14,459"
Hard Target, Jean-Claude Van Damme, Lance Henriksen, Yancy Butler, Chuck Pfarrer,Action, Crime, Thriller,32.59,R ,"53,929"
The Wall, Aaron Taylor-Johnson, John Cena, Laith Nakli,Nan,Action, Drama, Thriller,1.8,R ,"28,811"
Captain Underpants: The First Epic Movie, Kevin Hart, Thomas Middleditch, Ed Helms, Nick Kroll,Animation, Action, Adventure,73.92,PG ,"30,404"
Redemption, Jason Statham, Agata Buzek, Vicky McClure, Benedict Wong,Action, Crime, Drama,0.03,R ,"74,599"
Tower Heist, Eddie Murphy, Ben Stiller, Casey Affleck, Alan Alda,Action, Comedy, Crime,78.05,PG-13 ,"1,48,159"
Lionheart, Jean-Claude Van Damme, Harrison Page, Deborah Rennard, Lisa Pelikan,Action, Crime, Drama,24.08,R ,"38,073"
The Saint, Val Kilmer, Elisabeth Shue, Rade Serbedzija, Valeriy Nikolaev,Action, Adventure, Romance,61.36,PG-13 ,"70,689"
Takers, Chris Brown, Hayden Christensen, Matt Dillon, Michael Ealy,Action, Crime, Drama,57.74,PG-13 ,"64,393"
Next, Nicolas Cage, Julianne Moore, Jessica Biel, Thomas Kretschmann,Action, Sci-Fi, Thriller,18.21,PG-13 ,"1,62,701"
The Toxic Avenger, Andree Maranda, Mitch Cohen, Jennifer Babtist, Cindy Manion,Action, Comedy, Horror,Nan,R ,"30,179"
Feast, Navi Rawat, Krista Allen, Balthazar Getty, Judah Friedlander,Action, Comedy, Horror,0.05,R ,"32,944"
TMNT, Patrick Stewart, Mako, Chris Evans, Sarah Michelle Gellar,Animation, Action, Adventure,54.15,PG ,"66,449"
Johnny English, Rowan Atkinson, John Malkovich, Natalie Imbruglia, Tasha de Vasconcelos,Action, Adventure, Comedy,28.08,PG ,"1,67,315"
The Outsider, Jared Leto, Tadanobu Asano, Kippei Shîna, Shioli Kutsuna,Action, Crime, Drama,Nan,TV-MA ,"27,663"
Blown Away, Jeff Bridges, Tommy Lee Jones, Suzy Amis, Lloyd Bridges,Action, Crime, Drama,30.16,R ,"32,650"
Johnny English Strikes Again, Rowan Atkinson, Ben Miller, Olga Kurylenko, Emma Thompson,Action, Adventure, Comedy,4.41,PG ,"78,105"
The Silencing, Nikolaj Coster-Waldau, Caleb Ellsworth-Clark, Josh Cruddas, Annabelle Wallis,Action, Crime, Mystery,Nan,R ,"28,453"
Kung Pow: Enter the Fist, Steve Oedekerk, Fei Lung, Leo Lee, Ling-Ling Hsieh,Action, Comedy,Nan,16.03,PG-13 ,"47,484"
Stuber, Dave Bautista, Kumail Nanjiani, Mira Sorvino, Natalie Morales,Action, Comedy, Crime,22.37,R ,"49,694"
Rising Sun, Sean Connery, Wesley Snipes, Harvey Keitel, Cary-Hiroyuki Tagawa,Action, Crime, Drama,63.1,R ,"47,295"
Shanghai Knights, Jackie Chan, Owen Wilson, Fann Wong, Aaron Taylor-Johnson,Action, Adventure, Comedy,60.48,PG-13 ,"1,09,673"
War, Jet Li, Jason Statham, Nadine Velazquez, John Lone,Action, Crime, Thriller,22.49,R ,"94,285"
Destroyer, Nicole Kidman, Toby Kebbell, Tatiana Maslany, Sebastian Stan,Action, Crime, Drama,1.53,R ,"30,794"
Money Talks, Charlie Sheen, Chris Tucker, Heather Locklear, Elise Neal,Action, Comedy, Crime,41.07,R ,"30,483"
The November Man, Pierce Brosnan, Luke Bracey, Olga Kurylenko, Bill Smitrovich,Action, Thriller,Nan,24.98,R ,"69,322"
Loaded Weapon 1, Emilio Estevez, Samuel L. Jackson, Jon Lovitz, Tim Curry,Action, Comedy, Crime,27.98,PG-13 ,"49,901"
Astro Boy, Freddie Highmore, Nicolas Cage, Kristen Bell, Charlize Theron,Animation, Action, Adventure,19.55,PG ,"38,383"
The Eagle, Channing Tatum, Jamie Bell, Donald Sutherland, István Göz,Action, Adventure, Drama,19.49,PG-13 ,"72,141"
The Boondock Saints II: All Saints Day, Sean Patrick Flanery, Norman Reedus, Billy Connolly, Clifton Collins Jr.,Action, Thriller,Nan,10.27,R ,"65,795"
The Warrior's Way, Jang Dong-Gun, Kate Bosworth, Geoffrey Rush, Danny Huston,Action, Drama, Fantasy,5.66,R ,"26,827"
Pokémon: The First Movie - Mewtwo Strikes Back, Veronica Taylor, Rachael Lillis, Eric Stuart, Rica Matsumoto,Animation, Action, Adventure,85.74,G ,"44,524"
After the Sunset, Pierce Brosnan, Salma Hayek, Woody Harrelson, Don Cheadle,Action, Comedy, Crime,28.33,PG-13 ,"48,848"
Last Knights, Clive Owen, Morgan Freeman, Aksel Hennie, Payman Maadi,Action, Drama, History,Nan,R ,"44,374"
A Lonely Place to Die, Alec Newman, Ed Speleers, Melissa George, Kate Magowan,Action, Adventure, Crime,Nan,R ,"30,092"
Mr, Jackie Chan, Richard Norton, Miki Lee, Karen McLymont,Action, Adventure, Comedy,12.67,PG-13 ,"28,051"
Ong Bak 2, Tony Jaa, Sarunyu Wongkrachang, Sorapong Chatree, Primrata Dej-Udom,Action,Nan,Nan,0.1,R ,"31,361"
Dabangg, Salman Khan, Sonakshi Sinha, Sonu Sood, Arbaaz Khan,Action, Comedy, Crime,4.63,Not Rated ,"33,464"
The Legend of Tomiris, Ghassan Massoud, Aizhan Lighg, Eduardo Minett, Almira Tursyn,Action, Drama, History,Nan,TV-14 ,"42,666"
Ant-Man and the Wasp: Quantumania, Paul Rudd, Evangeline Lilly, Michael Douglas, Michelle Pfeiffer,Action, Adventure, Comedy,Nan,PG-13 ,"1,83,312"
Justice League, Ben Affleck, Gal Gadot, Jason Momoa, Ezra Miller,Action, Adventure, Fantasy,229.02,PG-13 ,"4,64,819"
Mortal Kombat, Lewis Tan, Jessica McNamee, Josh Lawson, Joe Taslim,Action, Adventure, Fantasy,42.2,R ,"1,81,982"
Mission: Impossible II, Tom Cruise, Dougray Scott, Thandiwe Newton, Ving Rhames,Action, Adventure, Thriller,215.41,PG-13 ,"3,54,665"
6 Underground, Ryan Reynolds, Mélanie Laurent, Manuel Garcia-Rulfo, Ben Hardy,Action, Thriller,Nan,Nan,R ,"1,86,746"
The Lost City, Sandra Bullock, Channing Tatum, Daniel Radcliffe, Da'Vine Joy Randolph,Action, Adventure, Comedy,105.34,PG-13 ,"1,35,552"
Birds of Prey, Margot Robbie, Rosie Perez, Mary Elizabeth Winstead, Jurnee Smollett,Action, Comedy, Crime,84.16,R ,"2,51,159"
Superman Returns, Brandon Routh, Kevin Spacey, Kate Bosworth, James Marsden,Action, Adventure, Sci-Fi,200.08,PG-13 ,"2,87,768"
San Andreas, Dwayne Johnson, Carla Gugino, Alexandra Daddario, Colton Haynes,Action, Adventure, Thriller,155.19,PG-13 ,"2,47,147"
Ambulance, Jake Gyllenhaal, Yahya Abdul-Mateen II, Eiza González, Garret Dillahunt,Action, Crime, Drama,22.78,R ,"84,031"
Jurassic World: Fallen Kingdom, Chris Pratt, Bryce Dallas Howard, Rafe Spall, Justice Smith,Action, Adventure, Sci-Fi,417.72,PG-13 ,"3,28,732"
Lightyear, Chris Evans, Keke Palmer, Peter Sohn, Taika Waititi,Animation, Action, Adventure,118.31,PG ,"1,15,149"
RoboCop, Joel Kinnaman, Gary Oldman, Michael Keaton, Abbie Cornish,Action, Crime, Sci-Fi,58.61,PG-13 ,"2,34,132"
The Expendables 3, Sylvester Stallone, Jason Statham, Jet Li, Antonio Banderas,Action, Adventure, Thriller,39.32,PG-13 ,"1,88,543"
Deep Rising, Treat Williams, Famke Janssen, Anthony Heald, Kevin J. O'Connor,Action, Adventure, Horror,11.2,R ,"39,195"
Lou, Allison Janney, Jurnee Smollett, Logan Marshall-Green, Ridley Asha Bateman,Action, Adventure, Crime,Nan,R ,"30,169"
Snow White and the Huntsman, Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin,Action, Adventure, Drama,155.33,PG-13 ,"2,95,764"
Day Shift, Jamie Foxx, Dave Franco, Natasha Liu Bordizzo, Meagan Good,Action, Comedy, Fantasy,Nan,R ,"83,849"
Hitman's Wife's Bodyguard, Ryan Reynolds, Samuel L. Jackson, Salma Hayek, Antonio Banderas,Action, Comedy, Crime,Nan,R ,"1,00,372"
Mortal Engines, Hera Hilmar, Robert Sheehan, Hugo Weaving, Jihae,Action, Adventure, Fantasy,15.95,PG-13 ,"1,31,387"
Gunpowder Milkshake, Karen Gillan, Lena Headey, Carla Gugino, Michelle Yeoh,Action, Crime, Thriller,Nan,R ,"48,019"
Krull, Ken Marshall, Lysette Anthony, Freddie Jones, Francesca Annis,Action, Adventure, Fantasy,16.52,PG ,"34,972"
Jack Reacher: Never Go Back, Tom Cruise, Cobie Smulders, Aldis Hodge, Robert Knepper,Action, Crime, Drama,58.7,PG-13 ,"1,65,948"
Lifeforce, Steve Railsback, Mathilda May, Peter Firth, Frank Finlay,Action, Horror, Mystery,11.6,R ,"27,558"
Mile 22, Mark Wahlberg, Lauren Cohan, Iko Uwais, John Malkovich,Action, Thriller,Nan,36.11,R ,"83,630"
Jumper, Hayden Christensen, Samuel L. Jackson, Jamie Bell, Rachel Bilson,Action, Adventure, Sci-Fi,80.17,PG-13 ,"3,14,448"
Die Another Day, Pierce Brosnan, Halle Berry, Rosamund Pike, Toby Stephens,Action, Adventure, Thriller,160.94,PG-13 ,"2,23,961"
I Am Number Four, Alex Pettyfer, Timothy Olyphant, Dianna Agron, Teresa Palmer,Action, Adventure, Sci-Fi,55.1,PG-13 ,"2,42,204"
Rampage, Dwayne Johnson, Naomie Harris, Malin Akerman, Jeffrey Dean Morgan,Action, Adventure, Sci-Fi,101.03,PG-13 ,"1,76,481"
Rambo: Last Blood, Sylvester Stallone, Paz Vega, Sergio Peris-Mencheta, Adriana Barraza,Action, Crime, Thriller,44.82,R ,"1,03,904"
Red Heat, Arnold Schwarzenegger, Jim Belushi, Peter Boyle, Ed O'Ross,Action, Comedy, Crime,34.99,R ,"73,614"
Crawl, Kaya Scodelario, Barry Pepper, Morfydd Clark, Ross Anderson,Action, Adventure, Horror,39.01,R ,"88,877"
The Huntsman: Winter's War, Chris Hemsworth, Jessica Chastain, Charlize Theron, Emily Blunt,Action, Adventure, Drama,48.39,PG-13 ,"1,14,632"
Speed Racer, Emile Hirsch, Matthew Fox, Christina Ricci, Nicholas Elia,Action, Adventure, Comedy,43.95,PG ,"76,338"
Never Say Never Again, Sean Connery, Kim Basinger, Klaus Maria Brandauer, Max von Sydow,Action, Adventure, Thriller,55.5,PG ,"70,499"
Hansel & Gretel: Witch Hunters, Jeremy Renner, Gemma Arterton, Peter Stormare, Famke Janssen,Action, Fantasy, Horror,55.7,R ,"2,11,684"
The Sorcerer's Apprentice, Nicolas Cage, Jay Baruchel, Alfred Molina, Teresa Palmer,Action, Adventure, Family,63.15,PG ,"1,66,238"
The Girl in the Spider's Web, Claire Foy, Beau Gadsdon, Sverrir Gudnason, LaKeith Stanfield,Action, Crime, Drama,14.84,R ,"49,637"
Resident Evil: Apocalypse, Milla Jovovich, Sienna Guillory, Eric Mabius, Oded Fehr,Action, Horror, Sci-Fi,51.2,R ,"2,04,939"
Sphere, Dustin Hoffman, Sharon Stone, Samuel L. Jackson, Peter Coyote,Action, Mystery, Sci-Fi,37.02,PG-13 ,"1,09,442"
The Karate Kid Part II, Pat Morita, Ralph Macchio, Pat E. Johnson, Bruce Malmuth,Action, Family, Sport,115.1,PG ,"94,566"
Days of Thunder, Tom Cruise, Nicole Kidman, Robert Duvall, Randy Quaid,Action, Drama, Sport,82.67,PG-13 ,"92,661"
Dora and the Lost City of Gold, Isabela Merced, Eugenio Derbez, Michael Peña, Eva Longoria,Action, Adventure, Comedy,60.48,PG ,"32,454"
Mystery Men, Ben Stiller, Janeane Garofalo, William H. Macy, Hank Azaria,Action, Comedy, Fantasy,29.76,PG-13 ,"68,966"
Broken Arrow, John Travolta, Christian Slater, Samantha Mathis, Delroy Lindo,Action, Adventure, Thriller,70.77,R ,"1,02,300"
The Protégé, Michael Keaton, Maggie Q, Samuel L. Jackson, David Rintoul,Action, Thriller,Nan,Nan,R ,"35,157"
Push, Camilla Belle, Dakota Fanning, Chris Evans, Colin Ford,Action, Sci-Fi, Thriller,31.81,PG-13 ,"1,13,802"
The Collection, Josh Stewart, Emma Fitzpatrick, Christopher McDonald, Randall Archer,Action, Adventure, Horror,12.84,R ,"52,046"
Blood Red Sky, Peri Baumeister, Carl Anton Koch, Alexander Scheer, Kais Setti,Action, Adventure, Drama,Nan,TV-MA ,"51,893"
The Postman, Kevin Costner, Will Patton, Larenz Tate, Olivia Williams,Action, Adventure, Drama,17.63,R ,"76,085"
Universal Soldier, Jean-Claude Van Damme, Dolph Lundgren, Ally Walker, Ed O'Ross,Action, Sci-Fi,Nan,36.3,R ,"93,160"
Crank: High Voltage, Jason Statham, Amy Smart, Clifton Collins Jr., Dwight Yoakam,Action, Crime, Thriller,13.63,R ,"1,54,477"
The Promise, Oscar Isaac, Charlotte Le Bon, Christian Bale, Daniel Giménez Cacho,Action, Adventure, Drama,Nan,PG-13 ,"1,77,310"
Code 8, Kari Matchett, Robbie Amell, Penny Eizenga, Lawrence Bayne,Action, Crime, Drama,Nan,Not Rated ,"42,328"
Blitz, Jason Statham, Paddy Considine, Aidan Gillen, Zawe Ashton,Action, Crime, Thriller,Nan,R ,"89,107"
Vampires, James Woods, Daniel Baldwin, Sheryl Lee, Thomas Ian Griffith,Action, Horror, Thriller,20.24,R ,"61,587"
Heist, Robert De Niro, Jeffrey Dean Morgan, Dave Bautista, Kate Bosworth,Action, Crime, Drama,Nan,R ,"31,663"
Ride Along, Ice Cube, Kevin Hart, Tika Sumpter, John Leguizamo,Action, Comedy, Crime,134.94,PG-13 ,"1,18,807"
Flight of the Phoenix, Dennis Quaid, Miranda Otto, Giovanni Ribisi, Tyrese Gibson,Action, Adventure, Drama,21.01,PG-13 ,"55,685"
30 Minutes or Less, Jesse Eisenberg, Danny McBride, Nick Swardson, Aziz Ansari,Action, Comedy, Crime,37.05,R ,"1,04,336"
Windtalkers, Nicolas Cage, Adam Beach, Peter Stormare, Noah Emmerich,Action, Drama, War,40.91,R ,"71,453"
Red State, Michael Parks, Melissa Leo, John Goodman, Michael Angarano,Action, Crime, Horror,1.1,R ,"65,883"
Hotel Artemis, Jodie Foster, Sofia Boutella, Dave Bautista, Sterling K. Brown,Action, Crime, Drama,6.71,R ,"55,790"
Big Stan, Rob Schneider, David Carradine, Sally Kirkland, Jennifer Morrison,Action, Comedy,Nan,Nan,R ,"45,980"
Point of No Return, Bridget Fonda, Gabriel Byrne, Dermot Mulroney, Miguel Ferrer,Action, Crime, Drama,30.04,R ,"29,295"
Hit and Run, Dax Shepard, Kristen Bell, Bradley Cooper, Kristin Chenoweth,Action, Adventure, Comedy,13.75,R ,"36,901"
American Ultra, Jesse Eisenberg, Kristen Stewart, Connie Britton, John Leguizamo,Action, Comedy,Nan,14.43,R ,"94,001"
Romeo Must Die, Jet Li, Aaliyah, Isaiah Washington, Russell Wong,Action, Crime, Thriller,55.97,R ,"72,208"
The Jewel of the Nile, Michael Douglas, Kathleen Turner, Danny DeVito, Spyros Fokas,Action, Adventure, Comedy,75.97,PG ,"60,059"
Broken City, Mark Wahlberg, Russell Crowe, Catherine Zeta-Jones, Jeffrey Wright,Action, Crime, Drama,19.7,R ,"82,250"
The Sentinel, Michael Douglas, Kiefer Sutherland, Kim Basinger, Eva Longoria,Action, Crime, Thriller,36.28,PG-13 ,"51,036"
Ironclad, Paul Giamatti, Jason Flemyng, Brian Cox, James Purefoy,Action, Drama, History,Nan,R ,"42,941"
Mercury Rising, Bruce Willis, Miko Hughes, Alec Baldwin, Chi McBride,Action, Crime, Drama,32.94,R ,"76,193"
Solomon Kane, James Purefoy, Max von Sydow, Rachel Hurd-Wood, Pete Postlethwaite,Action, Adventure, Fantasy,Nan,R ,"74,985"
Undisputed, Wesley Snipes, Ving Rhames, Peter Falk, Michael Rooker,Action, Crime, Drama,12.76,R ,"33,522"
Hobo with a Shotgun, Rutger Hauer, Pasha Ebrahimi, Robb Wells, Brian Downey,Action, Comedy, Horror,0.7,Not Rated ,"47,610"
Sky Captain and the World of Tomorrow, Gwyneth Paltrow, Jude Law, Angelina Jolie, Giovanni Ribisi,Action, Adventure, Mystery,37.76,PG ,"86,255"
"Tomorrow, When the War Began", Caitlin Stasey, Rachel Hurd-Wood, Lincoln Lewis, Deniz Akdeniz,Action, Adventure, Drama,Nan,R ,"31,598"
Gringo, Joel Edgerton, Charlize Theron, David Oyelowo, Thandiwe Newton,Action, Comedy, Crime,4.97,R ,"31,308"
The Replacement Killers, Chow Yun-Fat, Mira Sorvino, Michael Rooker, Kenneth Tsang,Action, Crime, Thriller,18.97,R ,"29,853"
15 Minutes, Robert De Niro, Edward Burns, Kelsey Grammer, Avery Brooks,Action, Crime, Drama,24.4,R ,"51,225"
The Lovebirds, Issa Rae, Kumail Nanjiani, Paul Sparks, Anna Camp,Action, Comedy, Crime,Nan,R ,"26,984"
Seeking Justice, Nicolas Cage, January Jones, Guy Pearce, Harold Perrineau,Action, Crime, Drama,0.04,R ,"47,182"
Conquest of the Planet of the Apes, Roddy McDowall, Don Murray, Ricardo Montalban, Natalie Trundy,Action, Sci-Fi,Nan,9.81,PG ,"34,245"
Murder at 1600, Wesley Snipes, Diane Lane, Daniel Benzali, Dennis Miller,Action, Crime, Drama,25.83,R ,"32,000"
Antitrust, Ryan Phillippe, Tim Robbins, Rachael Leigh Cook, Claire Forlani,Action, Crime, Drama,10.97,PG-13 ,"29,844"
Welcome to the Punch, James McAvoy, Mark Strong, Andrea Riseborough, Peter Mullan,Action, Crime, Thriller,0.01,R ,"34,060"
Chennai Express, Deepika Padukone, Shah Rukh Khan, Sathyaraj, Nikitin Dheer,Action, Comedy, Drama,5.31,Not Rated ,"58,667"
Thunivu, Ajith Kumar, Manju Warrier, Samuthirakani, John Kokken,Action, Crime, Thriller,Nan,Not Rated ,"27,744"
2, Rajinikanth, Akshay Kumar, Amy Jackson, Adil Hussain,Action, Sci-Fi, Thriller,5.57,Not Rated ,"25,751"
Sooryavanshi, Akshay Kumar, Katrina Kaif, Ajay Devgn, Ranveer Singh,Action, Crime, Thriller,Nan,UA ,"78,008"
Shazam! Fury of the Gods, Zachary Levi, Asher Angel, Jack Dylan Grazer, Rachel Zegler,Action, Adventure, Comedy,Nan,PG-13 ,"93,358"
The Fast and the Furious: Tokyo Drift, Lucas Black, Zachery Ty Bryan, Shad Moss, Damien Marzette,Action, Crime, Thriller,62.51,PG-13 ,"2,85,858"
Murder Mystery, Adam Sandler, Jennifer Aniston, Luke Evans, Terence Stamp,Action, Comedy, Crime,Nan,PG-13 ,"1,56,954"
Honest Thief, Liam Neeson, Kate Walsh, Jai Courtney, Jeffrey Donovan,Action, Thriller,Nan,14.16,PG-13 ,"54,256"
Godzilla: King of the Monsters, Kyle Chandler, Vera Farmiga, Millie Bobby Brown, Ken Watanabe,Action, Adventure, Fantasy,110.5,PG-13 ,"1,91,693"
Van Helsing, Hugh Jackman, Kate Beckinsale, Richard Roxburgh, Shuler Hensley,Action, Adventure, Fantasy,120.18,PG-13 ,"2,75,431"
Immortals, Henry Cavill, Mickey Rourke, John Hurt, Stephen Dorff,Action, Drama, Fantasy,83.5,R ,"1,72,352"
Sucker Punch, Emily Browning, Vanessa Hudgens, Abbie Cornish, Jena Malone,Action, Adventure, Fantasy,36.39,PG-13 ,"2,46,985"
S, Samuel L. Jackson, Colin Farrell, Michelle Rodriguez, LL Cool J,Action, Adventure, Crime,116.93,PG-13 ,"1,51,221"
Exodus: Gods and Kings, Christian Bale, Joel Edgerton, Ben Kingsley, Sigourney Weaver,Action, Adventure, Drama,65.01,PG-13 ,"1,73,219"
Cowboys & Aliens, Daniel Craig, Harrison Ford, Olivia Wilde, Abigail Spencer,Action, Drama, Sci-Fi,100.24,PG-13 ,"2,26,671"
The Time Machine, Guy Pearce, Yancey Arias, Mark Addy, Phyllida Law,Action, Adventure, Sci-Fi,56.68,PG-13 ,"1,27,323"
Hercules, Dwayne Johnson, John Hurt, Ian McShane, Joseph Fiennes,Action, Adventure, Fantasy,72.69,PG-13 ,"1,60,624"
Don't Breathe 2, Stephen Lang, Madelyn Grace, Brendan Sexton III, Adam Young,Action, Crime, Horror,32.64,R ,"64,322"
Unhinged, Russell Crowe, Caren Pistorius, Gabriel Bateman, Jimmi Simpson,Action, Thriller,Nan,20.83,R ,"72,617"
Miami Vice, Colin Farrell, Jamie Foxx, Gong Li, Naomie Harris,Action, Adventure, Crime,63.45,R ,"1,20,514"
Those Who Wish Me Dead, Angelina Jolie, Nicholas Hoult, Finn Little, Jon Bernthal,Action, Drama, Thriller,Nan,R ,"66,206"
Dante's Peak, Pierce Brosnan, Linda Hamilton, Jamie Renée Smith, Jeremy Foley,Action, Adventure, Thriller,67.13,PG-13 ,"94,644"
Sahara, Matthew McConaughey, Penélope Cruz, Steve Zahn, Mark Aspinall,Action, Adventure, Comedy,68.67,PG-13 ,"1,00,644"
The Spy Who Dumped Me, Justin Theroux, Kate McKinnon, Blanka Györfi-Tóth, Mila Kunis,Action, Adventure, Comedy,33.56,R ,"80,325"
The Tourist, Johnny Depp, Angelina Jolie, Paul Bettany, Timothy Dalton,Action, Thriller,Nan,67.63,PG-13 ,"2,49,820"
Teenage Mutant Ninja Turtles II: The Secret of the Ooze, Paige Turco, David Warner, Michelan Sisti, Leif Tilden,Action, Adventure, Comedy,78.66,PG ,"58,143"
Project Power, Jamie Foxx, Joseph Gordon-Levitt, Dominique Fishback, Rodrigo Santoro,Action, Crime, Sci-Fi,Nan,R ,"93,552"
Transporter 3, Jason Statham, Robert Knepper, Natalya Rudakova, François Berléand,Action, Adventure, Thriller,31.72,PG-13 ,"1,72,026"
G, Demi Moore, Viggo Mortensen, Anne Bancroft, Jason Beghe,Action, Drama, War,48.17,R ,"84,316"
